Iteration 0: x=34.151977164792044, y=-77.86698268629279, yaw=-0.2110571583433766, v=0.1, steer_angle=0.0, target_idx=2, distance_to_target=0.5641261384700457, cte=-0.0000, heading_error=0.00°
Iteration 380: x=34.152069806926086, y=-77.86689070374746, yaw=1.458263104967249, v=1.3842575793506522, steer_angle=0.08328819726804676, target_idx=102, distance_to_target=1.2198194864075418, cte=-0.7261, heading_error=5.54°
Iteration 381: x=34.152069950082534, y=-77.86688917302321, yaw=1.4730985583069218, v=1.4150447003831195, steer_angle=0.03493274404111396, target_idx=102, distance_to_target=1.0814382651695544, cte=-0.5871, heading_error=4.08°
Iteration 382: x=34.15207007700126, y=-77.8668876082128, yaw=1.5064627844169949, v=1.4442924653639635, steer_angle=0.07685081671033694, target_idx=103, distance_to_target=0.9397012876339075, cte=-0.4452, heading_error=3.67°
Iteration 383: x=34.152070162261325, y=-77.86688600897169, yaw=1.5202419293191543, v=1.4720778420957654, steer_angle=0.031191004848537596, target_idx=103, distance_to_target=1.2930750538388318, cte=-0.7950, heading_error=5.04°
Iteration 384: x=34.15207023047951, y=-77.86688437976377, yaw=1.558541544842606, v=1.4984739499909772, steer_angle=0.08499169187427796, target_idx=103, distance_to_target=1.1460014217498724, cte=-0.6473, heading_error=4.81°
Iteration 385: x=34.152070247299605, y=-77.8668827212973, yaw=1.5723128555525452, v=1.5235502524914284, steer_angle=0.030120756253180198, target_idx=104, distance_to_target=0.9962748161106755, cte=-0.4969, heading_error=3.27°
Iteration 386: x=34.15207024518552, y=-77.86688103677422, yaw=1.5985001646649653, v=1.5473727398668569, steer_angle=0.05635268566006002, target_idx=104, distance_to_target=1.3443942665884576, cte=-0.8437, heading_error=5.38°
Iteration 387: x=34.152070206005725, y=-77.86687932826774, yaw=1.6272126937044853, v=1.570004102873514, steer_angle=0.060885278233815066, target_idx=104, distance_to_target=1.1901675937966196, cte=-0.6888, heading_error=4.58°
Iteration 388: x=34.152070125159554, y=-77.86687759845645, yaw=1.655268469369571, v=1.5915038977298384, steer_angle=0.05869406704300642, target_idx=104, distance_to_target=1.0334871823371072, cte=-0.5314, heading_error=3.68°
Iteration 389: x=34.15207000263595, y=-77.86687584991054, yaw=1.686350464163748, v=1.6119287028433464, steer_angle=0.06418666412647267, target_idx=105, distance_to_target=0.8744528132471825, cte=-0.3718, heading_error=2.84°
Iteration 390: x=34.15206983318734, y=-77.86687408582777, yaw=1.7025647932779808, v=1.631332267701179, steer_angle=0.03311894352588152, target_idx=105, distance_to_target=1.2179154146403035, cte=-0.7132, heading_error=4.24°
Iteration 391: x=34.152069637909364, y=-77.8668723054035, yaw=1.7514171930676334, v=1.64976565431612, steer_angle=0.09838703915265831, target_idx=105, distance_to_target=1.0553278885048618, cte=-0.5499, heading_error=4.14°
Iteration 392: x=34.152069368080234, y=-77.86687051987278, yaw=1.7633082737405241, v=1.6672773716003142, steer_angle=0.023768972990696996, target_idx=106, distance_to_target=0.8909631312287563, cte=-0.3848, heading_error=2.36°
Iteration 393: x=34.152069084727245, y=-77.86686876331025, yaw=2.0066831451713742, v=1.6439135030202985, steer_angle=0.458423465237794, target_idx=106, distance_to_target=1.2255735334359696, cte=-0.7243, heading_error=9.25°
Iteration 394: x=34.152068467868936, y=-77.86686716292814, yaw=1.7424911864368287, v=1.6217178278692836, steer_angle=-0.4974754711877727, target_idx=106, distance_to_target=1.0654293086933764, cte=-0.5603, heading_error=-2.94°
Iteration 395: x=34.15206822611538, y=-77.8668654782229, yaw=2.282452258946831, v=1.5706319364758194, steer_angle=0.8533066832957631, target_idx=107, distance_to_target=0.9027866967165552, cte=-0.3993, heading_error=12.38°
Iteration 396: x=34.15206733055999, y=-77.86686422339805, yaw=1.738261694526079, v=1.5221003396520285, steer_angle=-0.8726646259971648, target_idx=108, distance_to_target=0.8108121408963144, cte=-0.7528, heading_error=-11.77°
Iteration 397: x=34.1520671089164, y=-77.86686263905584, yaw=2.265968513059141, v=1.4759953226694271, steer_angle=0.8726646259971648, target_idx=108, distance_to_target=1.193324584409004, cte=-0.6597, heading_error=21.47°
Iteration 398: x=34.152066282478046, y=-77.8668614417253, yaw=1.8928500914149844, v=1.4321955565359556, steer_angle=-0.7150834594832587, target_idx=108, distance_to_target=1.0626328399709006, cte=-0.5259, heading_error=-5.42°
Iteration 399: x=34.15206588595389, y=-77.86686000571477, yaw=2.390020770691101, v=1.3905857787091578, steer_angle=0.8726646259971648, target_idx=109, distance_to_target=0.9191211297190018, cte=-0.3825, heading_error=15.92°
Iteration 400: x=34.15206497692446, y=-77.86685897916537, yaw=2.1957622480662513, v=1.3810564897736999, steer_angle=-0.43843045783704876, target_idx=109, distance_to_target=1.3271574152011059, cte=0.7905, heading_error=-10.02°
Iteration 401: x=34.15206425375537, y=-77.86685776787142, yaw=2.3637582332081974, v=1.372003665285015, steer_angle=0.38751450978053864, target_idx=109, distance_to_target=1.1893677977684796, cte=0.6526, heading_error=0.58°
Iteration 402: x=34.15206337867772, y=-77.86685672631685, yaw=2.1799372031637025, v=1.3634034820207641, steer_angle=-0.4223690362251933, target_idx=109, distance_to_target=1.052659049561105, cte=0.5162, heading_error=-8.31°
Iteration 403: x=34.15206268010614, y=-77.86685551631932, yaw=2.3307493807067416, v=1.3552333079197258, steer_angle=0.35520453980992206, target_idx=110, distance_to_target=0.9163129167297108, cte=0.3797, heading_error=1.80°
